protein,present_n_lines,present_n_plex,plexes_present,plexes_absent,absent_from_any_plex,pct_lines_missing,pass_presence50
POLR2F,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABCE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAP1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAP2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAX,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL26,31,5,1;2;3;4;5,,FALSE,0,TRUE
PSME3,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL15,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAGOH,0,0,,1;2;3;4;5,TRUE,100,FALSE
RPL27,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP6V0D1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PCBD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL37A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RHOA,31,5,1;2;3;4;5,,FALSE,0,TRUE
RND3,31,5,1;2;3;4;5,,FALSE,0,TRUE
NAA20,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCALD,31,5,1;2;3;4;5,,FALSE,0,TRUE
HSPE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEC61A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LYZ,25,4,1;3;4;5,2,TRUE,19.4,TRUE
VBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
STXBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
B2M,31,5,1;2;3;4;5,,FALSE,0,TRUE
DAD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TGFB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NPC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
COPZ1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL37,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNG11,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUMO2,31,5,1;2;3;4;5,,FALSE,0,TRUE
UFM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DCAF7,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR5,31,5,1;2;3;4;5,,FALSE,0,TRUE
AP1S1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LMO4,31,5,1;2;3;4;5,,FALSE,0,TRUE
NUTF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
HNRNPK,31,5,1;2;3;4;5,,FALSE,0,TRUE
YWHAG,31,5,1;2;3;4;5,,FALSE,0,TRUE
RRAS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TIMM10,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS7,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP1CA,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP1CB,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PSMC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PSMC5,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS8,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS15A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS16,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBE2G1,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBE2H,31,5,1;2;3;4;5,,FALSE,0,TRUE
YWHAE,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS14,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS23,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS18,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS29,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS13,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS11,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNRPE,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNRPF,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNRPG,7,1,1,2;3;4;5,TRUE,77.4,FALSE
LSM3,31,5,1;2;3;4;5,,FALSE,0,TRUE
LSM6,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNRPD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNRPD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNRPD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMSB4X,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARF6,31,5,1;2;3;4;5,,FALSE,0,TRUE
PSMC6,31,5,1;2;3;4;5,,FALSE,0,TRUE
SELENOT,31,5,1;2;3;4;5,,FALSE,0,TRUE
TBPL1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
RPL7A,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLR2G,31,5,1;2;3;4;5,,FALSE,0,TRUE
ETF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNBP,31,5,1;2;3;4;5,,FALSE,0,TRUE
YPEL5,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS4X,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP2CB,31,5,1;2;3;4;5,,FALSE,0,TRUE
RHOB,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL23A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS6,31,5,1;2;3;4;5,,FALSE,0,TRUE
HIST1H4A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAB1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAN,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL23,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAP1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS15,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS24,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS25,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS26,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS28,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAU,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNB1,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLR2L,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBX1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL30,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL39,0,0,,1;2;3;4;5,TRUE,100,FALSE
RPL31,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL10A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL32,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL11,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL8,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPIA,31,5,1;2;3;4;5,,FALSE,0,TRUE
FKBP1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS27A,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBA52,31,5,1;2;3;4;5,,FALSE,0,TRUE
GRB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRA2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
AP2B1,31,5,1;2;3;4;5,,FALSE,0,TRUE
VAMP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNAS,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNAI1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP3R1,31,5,1;2;3;4;5,,FALSE,0,TRUE
YWHAZ,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBE2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP2R2A,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNRPN,13,2,1;2,3;4;5,TRUE,58.1,FALSE
SUMO1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DYNLL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DYNLT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL38,31,5,1;2;3;4;5,,FALSE,0,TRUE
SKP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNG5,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS21,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF5A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RACK1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACTG1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUPT4H1,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBE2I,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMSB10,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP2CA,31,5,1;2;3;4;5,,FALSE,0,TRUE
YBX1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEC11A,31,5,1;2;3;4;5,,FALSE,0,TRUE
CSNK2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
TPM4,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACTC1,0,0,,1;2;3;4;5,TRUE,100,FALSE
UBE2L3,31,5,1;2;3;4;5,,FALSE,0,TRUE
EEF1A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACTA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TUBA4A,31,5,1;2;3;4;5,,FALSE,0,TRUE
TUBB4B,31,5,1;2;3;4;5,,FALSE,0,TRUE
CSNK2A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PAFAH1B2,31,5,1;2;3;4;5,,FALSE,0,TRUE
HIST1H3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
HBG1,0,0,,1;2;3;4;5,TRUE,100,FALSE
HBA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CXADR,31,5,1;2;3;4;5,,FALSE,0,TRUE
NOP14,31,5,1;2;3;4;5,,FALSE,0,TRUE
IGBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SIRPA,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADAM8,24,4,2;3;4;5,1,TRUE,22.6,TRUE
PSPH,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBM6,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF4G2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPP38,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPP30,31,5,1;2;3;4;5,,FALSE,0,TRUE
GTF2I,31,5,1;2;3;4;5,,FALSE,0,TRUE
PIP4K2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNTNAP1,20,3,1;4;5,2;3,TRUE,35.5,TRUE
SRPK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PHC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLDN10,24,4,1;2;3;4,5,TRUE,22.6,TRUE
CCT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
OLR1,13,2,4;5,1;2;3,TRUE,58.1,FALSE
RAE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GSTO1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CX3CL1,18,3,3;4;5,1;2,TRUE,41.9,TRUE
JAG1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RELN,24,4,1;2;3;4,5,TRUE,22.6,TRUE
ST5,24,4,2;3;4;5,1,TRUE,22.6,TRUE
PRKDC,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADAM17,31,5,1;2;3;4;5,,FALSE,0,TRUE
BLOC1S1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARG2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NTHL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
IL13RA1,24,4,1;2;3;4,5,TRUE,22.6,TRUE
CCL20,18,3,3;4;5,1;2,TRUE,41.9,TRUE
MAP1A,20,3,1;4;5,2;3,TRUE,35.5,TRUE
ADARB1,25,4,1;3;4;5,2,TRUE,19.4,TRUE
PRR3,31,5,1;2;3;4;5,,FALSE,0,TRUE
LCN2,31,5,1;2;3;4;5,,FALSE,0,TRUE
IFI35,31,5,1;2;3;4;5,,FALSE,0,TRUE
MT1X,31,5,1;2;3;4;5,,FALSE,0,TRUE
NUCB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DLK1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
ABAT,31,5,1;2;3;4;5,,FALSE,0,TRUE
BASP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GPSM2,13,2,2;5,1;3;4,TRUE,58.1,FALSE
DCD,24,4,2;3;4;5,1,TRUE,22.6,TRUE
TMF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS22,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS25,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS10,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS35,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS5,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS36,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS11,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS15,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS21,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS34,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS6,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS9,31,5,1;2;3;4;5,,FALSE,0,TRUE
HMGN5,31,5,1;2;3;4;5,,FALSE,0,TRUE
SARNP,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADAMTSL3,5,1,3,1;2;4;5,TRUE,83.9,FALSE
LACTB,31,5,1;2;3;4;5,,FALSE,0,TRUE
COG7,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL24,31,5,1;2;3;4;5,,FALSE,0,TRUE
TXNL4A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL36A,31,5,1;2;3;4;5,,FALSE,0,TRUE
CBX1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMAD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARF5,31,5,1;2;3;4;5,,FALSE,0,TRUE
ERH,31,5,1;2;3;4;5,,FALSE,0,TRUE
RHOG,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL19,31,5,1;2;3;4;5,,FALSE,0,TRUE
SERF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRSF3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MXRA7,31,5,1;2;3;4;5,,FALSE,0,TRUE
H3F3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
FOXK1,31,5,1;2;3;4;5,,FALSE,0,TRUE
HTD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCZ1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
SHC2,7,1,1,2;3;4;5,TRUE,77.4,FALSE
DAB2,26,4,1;2;4;5,3,TRUE,16.1,TRUE
MUC5AC,31,5,1;2;3;4;5,,FALSE,0,TRUE
VLDLR,31,5,1;2;3;4;5,,FALSE,0,TRUE
HSPG2,31,5,1;2;3;4;5,,FALSE,0,TRUE
XIAP,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARHGAP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
EFNB1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
FGD1,7,1,1,2;3;4;5,TRUE,77.4,FALSE
RBM10,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBM3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CYP4F8,0,0,,1;2;3;4;5,TRUE,100,FALSE
ATP2C1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP11A,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP8B2,7,1,1,2;3;4;5,TRUE,77.4,FALSE
CYCS,31,5,1;2;3;4;5,,FALSE,0,TRUE
MPP1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
TFAM,31,5,1;2;3;4;5,,FALSE,0,TRUE
PITPNA,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC25A3,31,5,1;2;3;4;5,,FALSE,0,TRUE
HDLBP,31,5,1;2;3;4;5,,FALSE,0,TRUE
GTF2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDK6,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDK5,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDK16,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDK17,31,5,1;2;3;4;5,,FALSE,0,TRUE
PURA,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDC42EP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLTC,31,5,1;2;3;4;5,,FALSE,0,TRUE
HSF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NFKB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
FKBP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
REEP5,31,5,1;2;3;4;5,,FALSE,0,TRUE
SORD,31,5,1;2;3;4;5,,FALSE,0,TRUE
HNRNPU,31,5,1;2;3;4;5,,FALSE,0,TRUE
IRF9,31,5,1;2;3;4;5,,FALSE,0,TRUE
U2AF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPTBN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TIAL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SET,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRSF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
FOXK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RUNX1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RELB,31,5,1;2;3;4;5,,FALSE,0,TRUE
GALK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
AMPD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
AMPD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTBS,31,5,1;2;3;4;5,,FALSE,0,TRUE
FABP5,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANK2,20,3,1;4;5,2;3,TRUE,35.5,TRUE
CAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
HMGCS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC7A5,31,5,1;2;3;4;5,,FALSE,0,TRUE
DR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TFAP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
EXOSC10,31,5,1;2;3;4;5,,FALSE,0,TRUE
OTUD4,31,5,1;2;3;4;5,,FALSE,0,TRUE
PFKP,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP2B2,31,5,1;2;3;4;5,,FALSE,0,TRUE
XPC,31,5,1;2;3;4;5,,FALSE,0,TRUE
EWSR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDR2,13,2,1;4,2;3;5,TRUE,58.1,FALSE
POU5F1,31,5,1;2;3;4;5,,FALSE,0,TRUE
OCRL,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLCB3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ROR1,24,4,2;3;4;5,1,TRUE,22.6,TRUE
TAGLN,31,5,1;2;3;4;5,,FALSE,0,TRUE
AKAP17A,31,5,1;2;3;4;5,,FALSE,0,TRUE
MEF2A,24,4,2;3;4;5,1,TRUE,22.6,TRUE
NAAA,11,2,3;4,1;2;5,TRUE,64.5,FALSE
SP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DHODH,31,5,1;2;3;4;5,,FALSE,0,TRUE
OGDH,31,5,1;2;3;4;5,,FALSE,0,TRUE
CENPE,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIF23,31,5,1;2;3;4;5,,FALSE,0,TRUE
ALDH6A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NRG1,11,2,2;3,1;4;5,TRUE,64.5,FALSE
CYP27A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BDH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
COL7A1,25,4,1;3;4;5,2,TRUE,19.4,TRUE
APBA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DSG1,12,2,1;3,2;4;5,TRUE,61.3,FALSE
SP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
SP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
DSC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
HIST1H1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL18A,31,5,1;2;3;4;5,,FALSE,0,TRUE
PAX5,0,0,,1;2;3;4;5,TRUE,100,FALSE
GCNT1,19,3,2;4;5,1;3,TRUE,38.7,TRUE
MAP2K1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FKBP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLOD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NUCB1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RASSF7,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL6,31,5,1;2;3;4;5,,FALSE,0,TRUE
TOP2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
CREB5,31,5,1;2;3;4;5,,FALSE,0,TRUE
AKAP12,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC25A11,31,5,1;2;3;4;5,,FALSE,0,TRUE
DST,31,5,1;2;3;4;5,,FALSE,0,TRUE
GSTM4,6,1,2,1;3;4;5,TRUE,80.6,FALSE
CREM,31,5,1;2;3;4;5,,FALSE,0,TRUE
MLLT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MECOM,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNA12,18,3,3;4;5,1;2,TRUE,41.9,TRUE
CAV1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACY1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KMT2A,31,5,1;2;3;4;5,,FALSE,0,TRUE
TGFBR3,19,3,2;4;5,1;3,TRUE,38.7,TRUE
TNFAIP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CENPC,31,5,1;2;3;4;5,,FALSE,0,TRUE
LMNB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PTS,20,3,1;4;5,2;3,TRUE,35.5,TRUE
PLAUR,31,5,1;2;3;4;5,,FALSE,0,TRUE
MVK,31,5,1;2;3;4;5,,FALSE,0,TRUE
ERCC6,24,4,1;2;3;4,5,TRUE,22.6,TRUE
TAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TAP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CEBPZ,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF92,0,0,,1;2;3;4;5,TRUE,100,FALSE
RELA,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBXN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GBE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FOLH1,7,1,5,1;2;3;4,TRUE,77.4,FALSE
EIF4G1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP7A,31,5,1;2;3;4;5,,FALSE,0,TRUE
KRT17,31,5,1;2;3;4;5,,FALSE,0,TRUE
NOTCH2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TLE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TLE3,31,5,1;2;3;4;5,,FALSE,0,TRUE
EMX2,12,2,2;4,1;3;5,TRUE,61.3,FALSE
HGFAC,31,5,1;2;3;4;5,,FALSE,0,TRUE
GLO1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACVR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
AKR1C1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SSBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
REL,31,5,1;2;3;4;5,,FALSE,0,TRUE
MST1R,31,5,1;2;3;4;5,,FALSE,0,TRUE
YWHAH,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CSTF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBE3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNM1,25,4,1;2;3;5,4,TRUE,19.4,TRUE
PTPN12,31,5,1;2;3;4;5,,FALSE,0,TRUE
PTK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRKCZ,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRSF11,31,5,1;2;3;4;5,,FALSE,0,TRUE
EEF1A2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRKCD,31,5,1;2;3;4;5,,FALSE,0,TRUE
CALD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
COL14A1,25,4,1;3;4;5,2,TRUE,19.4,TRUE
FPGS,31,5,1;2;3;4;5,,FALSE,0,TRUE
MBTD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTDSPL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ITIH3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PTPN11,31,5,1;2;3;4;5,,FALSE,0,TRUE
KDSR,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP2R3A,19,3,1;2;4,3;5,TRUE,38.7,TRUE
PPAT,31,5,1;2;3;4;5,,FALSE,0,TRUE
GFPT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
EXOSC9,31,5,1;2;3;4;5,,FALSE,0,TRUE
PSME1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBPJ,31,5,1;2;3;4;5,,FALSE,0,TRUE
APLP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SULT2A1,7,1,5,1;2;3;4,TRUE,77.4,FALSE
GABPA,31,5,1;2;3;4;5,,FALSE,0,TRUE
GABPB1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RING1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAD51,26,4,1;2;4;5,3,TRUE,16.1,TRUE
PAX8,31,5,1;2;3;4;5,,FALSE,0,TRUE
FMR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRDX1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SOX4,18,3,2;3;5,1;4,TRUE,41.9,TRUE
HLA-C|Q07000,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL18,31,5,1;2;3;4;5,,FALSE,0,TRUE
C1QBP,31,5,1;2;3;4;5,,FALSE,0,TRUE
CKAP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
COL16A1,11,2,3;4,1;2;5,TRUE,64.5,FALSE
TJP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZFP36L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPAG1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KHDRBS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BAX,31,5,1;2;3;4;5,,FALSE,0,TRUE
BCL2L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MCL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLE,31,5,1;2;3;4;5,,FALSE,0,TRUE
KLC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SOS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LRP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRSF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARHGAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
AES,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRSF4,31,5,1;2;3;4;5,,FALSE,0,TRUE
PCDH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP3CA,31,5,1;2;3;4;5,,FALSE,0,TRUE
DHX9,31,5,1;2;3;4;5,,FALSE,0,TRUE
CRYZ,31,5,1;2;3;4;5,,FALSE,0,TRUE
